NY,FRANKLIN,Franklin,NY | FRANKLIN,36033
NY,FULTON,Fulton,NY | FULTON,36035
NY,GENESEE,Genesee,NY | GENESEE,36037
NY,GREENE,Greene,NY | GREENE,36039
NY,HAMILTON,Hamilton,NY | HAMILTON,36041
NY,HERKIMER,Herkimer,NY | HERKIMER,36043
NY,JEFFERSON,Jefferson,NY | JEFFERSON,36045
NY,KINGS,Kings,NY | KINGS,36047
NY,LEWIS,Lewis,NY | LEWIS,36049
NY,LIVINGSTON,Livingston,NY | LIVINGSTON,36051
NY,MADISON,Madison,NY | MADISON,36053
NY,MONROE,Monroe,NY | MONROE,36055
NY,MONTGOMERY,Montgomery,NY | MONTGOMERY,36057
NY,NASSAU,Nassau,NY | NASSAU,36059
NY,NEW YORK,New York,NY | NEW YORK,36061
NY,NIAGARA,Niagara,NY | NIAGARA,36063
NY,ONEIDA,Oneida,NY | ONEIDA,36065
NY,ONONDAGA,Onondaga,NY | ONONDAGA,36067
NY,ONTARIO,Ontario,NY | ONTARIO,36069
NY,ORANGE,Orange,NY | ORANGE,36071
NY,ORLEANS,Orleans,NY | ORLEANS,36073
NY,OSWEGO,Oswego,NY | OSWEGO,36075
NY,OTSEGO,Otsego,NY | OTSEGO,36077
NY,PUTNAM,Putnam,NY | PUTNAM,36079
NY,QUEENS,Queens,NY | QUEENS,36081
NY,RENSSELAER,Rensselaer,NY | RENSSELAER,36083
NY,RICHMOND,Richmond,NY | RICHMOND,36085
NY,ROCKLAND,Rockland,NY | ROCKLAND,36087
NY,SAINT LAWRENCE,St. Lawrence,NY | ST. LAWRENCE,36089
NY,SARATOGA,Saratoga,NY | SARATOGA,36091
NY,SCHENECTADY,Schenectady,NY | SCHENECTADY,36093
NY,SCHOHARIE,Schoharie,NY | SCHOHARIE,36095
NY,SCHUYLER,Schuyler,NY | SCHUYLER,36097
NY,SENECA,Seneca,NY | SENECA,36099
NY,STEUBEN,Steuben,NY | STEUBEN,36101
NY,SUFFOLK,Suffolk,NY | SUFFOLK,36103
NY,SULLIVAN,Sullivan,NY | SULLIVAN,36105
NY,TIOGA,Tioga,NY | TIOGA,36107
NY,TOMPKINS,Tompkins,NY | TOMPKINS,36109
NY,ULSTER,Ulster,NY | ULSTER,36111
NY,WARREN,Warren,NY | WARREN,36113
NY,WASHINGTON,Washington,NY | WASHINGTON,36115
NY,WAYNE,Wayne,NY | WAYNE,36117
NY,WESTCHESTER,Westchester,NY | WESTCHESTER,36119
NY,WYOMING,Wyoming,NY | WYOMING,36121
NY,YATES,Yates,NY | YATES,36123
OH,ADAMS,Adams,OH | ADAMS,39001
OH,ALLEN,Allen,OH | ALLEN,39003
OH,ASHLAND,Ashland,OH | ASHLAND,39005
OH,ASHTABULA,Ashtabula,OH | ASHTABULA,39007
OH,ATHENS,Athens,OH | ATHENS,39009
OH,AUGLAIZE,Auglaize,OH | AUGLAIZE,39011
OH,BELMONT,Belmont,OH | BELMONT,39013
OH,BROWN,Brown,OH | BROWN,39015
OH,BUTLER,Butler,OH | BUTLER,39017
OH,CARROLL,Carroll,OH | CARROLL,39019
OH,CHAMPAIGN,Champaign,OH | CHAMPAIGN,39021
OH,CLARK,Clark,OH | CLARK,39023
OH,CLERMONT,Clermont,OH | CLERMONT,39025
OH,CLINTON,Clinton,OH | CLINTON,39027
OH,COLUMBIANA,Columbiana,OH | COLUMBIANA,39029
OH,COSHOCTON,Coshocton,OH | COSHOCTON,39031
OH,CRAWFORD,Crawford,OH | CRAWFORD,39033
OH,CUYAHOGA,Cuyahoga,OH | CUYAHOGA,39035
OH,DARKE,Darke,OH | DARKE,39037
OH,DEFIANCE,Defiance,OH | DEFIANCE,39039
OH,DELAWARE,Delaware,OH | DELAWARE,39041
OH,ERIE,Erie,OH | ERIE,39043
OH,FAIRFIELD,Fairfield,OH | FAIRFIELD,39045
OH,FAYETTE,Fayette,OH | FAYETTE,39047
OH,FRANKLIN,Franklin,OH | FRANKLIN,39049
OH,FULTON,Fulton,OH | FULTON,39051
OH,GALLIA,Gallia,OH | GALLIA,39053
OH,GEAUGA,Geauga,OH | GEAUGA,39055
OH,GREENE,Greene,OH | GREENE,39057
OH,GUERNSEY,Guernsey,OH | GUERNSEY,39059
OH,HAMILTON,Hamilton,OH | HAMILTON,39061
OH,HANCOCK,Hancock,OH | HANCOCK,39063
OH,HARDIN,Hardin,OH | HARDIN,39065
OH,HARRISON,Harrison,OH | HARRISON,39067
OH,HENRY,Henry,OH | HENRY,39069
OH,HIGHLAND,Highland,OH | HIGHLAND,39071
OH,HOCKING,Hocking,OH | HOCKING,39073
OH,HOLMES,Holmes,OH | HOLMES,39075
OH,HURON,Huron,OH | HURON,39077
OH,JACKSON,Jackson,OH | JACKSON,39079
OH,JEFFERSON,Jefferson,OH | JEFFERSON,39081
OH,KNOX,Knox,OH | KNOX,39083
OH,LAKE,Lake,OH | LAKE,39085
OH,LAWRENCE,Lawrence,OH | LAWRENCE,39087
OH,LICKING,Licking,OH | LICKING,39089
OH,LOGAN,Logan,OH | LOGAN,39091
OH,LORAIN,Lorain,OH | LORAIN,39093
OH,LUCAS,Lucas,OH | LUCAS,39095
OH,MADISON,Madison,OH | MADISON,39097
OH,MAHONING,Mahoning,OH | MAHONING,39099
OH,MARION,Marion,OH | MARION,39101
OH,MEDINA,Medina,OH | MEDINA,39103
OH,MEIGS,Meigs,OH | MEIGS,39105
OH,MERCER,Mercer,OH | MERCER,39107
OH,MIAMI,Miami,OH | MIAMI,39109
OH,MONROE,Monroe,OH | MONROE,39111
OH,MONTGOMERY,Montgomery,OH | MONTGOMERY,39113
OH,MORGAN,Morgan,OH | MORGAN,39115
OH,MORROW,Morrow,OH | MORROW,39117
OH,MUSKINGUM,Muskingum,OH | MUSKINGUM,39119
OH,NOBLE,Noble,OH | NOBLE,39121
OH,OTTAWA,Ottawa,OH | OTTAWA,39123
OH,PAULDING,Paulding,OH | PAULDING,39125
OH,PERRY,Perry,OH | PERRY,39127
OH,PICKAWAY,Pickaway,OH | PICKAWAY,39129
OH,PIKE,Pike,OH | PIKE,39131
OH,PORTAGE,Portage,OH | PORTAGE,39133
OH,PREBLE,Preble,OH | PREBLE,39135
OH,PUTNAM,Putnam,OH | PUTNAM,39137
OH,RICHLAND,Richland,OH | RICHLAND,39139
OH,ROSS,Ross,OH | ROSS,39141
OH,SANDUSKY,Sandusky,OH | SANDUSKY,39143
OH,SCIOTO,Scioto,OH | SCIOTO,39145
OH,SENECA,Seneca,OH | SENECA,39147
OH,SHELBY,Shelby,OH | SHELBY,39149
OH,STARK,Stark,OH | STARK,39151
OH,SUMMIT,Summit,OH | SUMMIT,39153
OH,TRUMBULL,Trumbull,OH | TRUMBULL,39155
OH,TUSCARAWAS,Tuscarawas,OH | TUSCARAWAS,39157
OH,UNION,Union,OH | UNION,39159
OH,VAN WERT,Van Wert,OH | VAN WERT,39161
OH,VINTON,Vinton,OH | VINTON,39163
OH,WARREN,Warren,OH | WARREN,39165
OH,WASHINGTON,Washington,OH | WASHINGTON,39167
OH,WAYNE,Wayne,OH | WAYNE,39169
OH,WILLIAMS,Williams,OH | WILLIAMS,39171
OH,WOOD,Wood,OH | WOOD,39173
OH,WYANDOT,Wyandot,OH | WYANDOT,39175
OK,ADAIR,Adair,OK | ADAIR,40001
OK,ALFALFA,Alfalfa,OK | ALFALFA,40003
OK,ATOKA,Atoka,OK | ATOKA,40005
OK,BEAVER,Beaver,OK | BEAVER,40007
OK,BECKHAM,Beckham,OK | BECKHAM,40009
OK,BLAINE,Blaine,OK | BLAINE,40011
OK,BRYAN,Bryan,OK | BRYAN,40013
OK,CADDO,Caddo,OK | CADDO,40015
OK,CANADIAN,Canadian,OK | CANADIAN,40017
OK,CARTER,Carter,OK | CARTER,40019
OK,CHEROKEE,Cherokee,OK | CHEROKEE,40021
OK,CHOCTAW,Choctaw,OK | CHOCTAW,40023
OK,CIMARRON,Cimarron,OK | CIMARRON,40025
OK,CLEVELAND,Cleveland,OK | CLEVELAND,40027
OK,COAL,Coal,OK | COAL,40029
OK,COMANCHE,Comanche,OK | COMANCHE,40031
OK,COTTON,Cotton,OK | COTTON,40033
OK,CRAIG,Craig,OK | CRAIG,40035
OK,CREEK,Creek,OK | CREEK,40037
OK,CUSTER,Custer,OK | CUSTER,40039
OK,DELAWARE,Delaware,OK | DELAWARE,40041
OK,DEWEY,Dewey,OK | DEWEY,40043
OK,ELLIS,Ellis,OK | ELLIS,40045
OK,GARFIELD,Garfield,OK | GARFIELD,40047
OK,GARVIN,Garvin,OK | GARVIN,40049
OK,GRADY,Grady,OK | GRADY,40051
OK,GRANT,Grant,OK | GRANT,40053
OK,GREER,Greer,OK | GREER,40055
OK,HARMON,Harmon,OK | HARMON,40057
OK,HARPER,Harper,OK | HARPER,40059
OK,HASKELL,Haskell,OK | HASKELL,40061
OK,HUGHES,Hughes,OK | HUGHES,40063
OK,JACKSON,Jackson,OK | JACKSON,40065
OK,JEFFERSON,Jefferson,OK | JEFFERSON,40067
OK,JOHNSTON,Johnston,OK | JOHNSTON,40069
OK,KAY,Kay,OK | KAY,40071
OK,KINGFISHER,Kingfisher,OK | KINGFISHER,40073
OK,KIOWA,Kiowa,OK | KIOWA,40075
OK,LATIMER,Latimer,OK | LATIMER,40077
OK,LE FLORE,Le Flore,OK | LE FLORE,40079
OK,LINCOLN,Lincoln,OK | LINCOLN,40081
OK,LOGAN,Logan,OK | LOGAN,40083
OK,LOVE,Love,OK | LOVE,40085
OK,MAJOR,Major,OK | MAJOR,40093
OK,MARSHALL,Marshall,OK | MARSHALL,40095
OK,MAYES,Mayes,OK | MAYES,40097
OK,MCCLAIN,McClain,OK | MCCLAIN,40087
OK,MCCURTAIN,McCurtain,OK | MCCURTAIN,40089
OK,MCINTOSH,McIntosh,OK | MCINTOSH,40091
OK,MURRAY,Murray,OK | MURRAY,40099
OK,MUSKOGEE,Muskogee,OK | MUSKOGEE,40101
OK,NOBLE,Noble,OK | NOBLE,40103
OK,NOWATA,Nowata,OK | NOWATA,40105
OK,OKFUSKEE,Okfuskee,OK | OKFUSKEE,40107
OK,OKLAHOMA,Oklahoma,OK | OKLAHOMA,40109
OK,OKMULGEE,Okmulgee,OK | OKMULGEE,40111
OK,OSAGE,Osage,OK | OSAGE,40113
OK,OTTAWA,Ottawa,OK | OTTAWA,40115
OK,PAWNEE,Pawnee,OK | PAWNEE,40117
OK,PAYNE,Payne,OK | PAYNE,40119
OK,PITTSBURG,Pittsburg,OK | PITTSBURG,40121
OK,PONTOTOC,Pontotoc,OK | PONTOTOC,40123
OK,POTTAWATOMIE,Pottawatomie,OK | POTTAWATOMIE,40125
OK,PUSHMATAHA,Pushmataha,OK | PUSHMATAHA,40127
OK,ROGER MILLS,Roger Mills,OK | ROGER MILLS,40129
OK,ROGERS,Rogers,OK | ROGERS,40131
OK,SEMINOLE,Seminole,OK | SEMINOLE,40133
OK,SEQUOYAH,Sequoyah,OK | SEQUOYAH,40135
OK,STEPHENS,Stephens,OK | STEPHENS,40137
OK,TEXAS,Texas,OK | TEXAS,40139
OK,TILLMAN,Tillman,OK | TILLMAN,40141
OK,TULSA,Tulsa,OK | TULSA,40143
OK,WAGONER,Wagoner,OK | WAGONER,40145
OK,WASHINGTON,Washington,OK | WASHINGTON,40147
OK,WASHITA,Washita,OK | WASHITA,40149
OK,WOODS,Woods,OK | WOODS,40151
OK,WOODWARD,Woodward,OK | WOODWARD,40153
OR,BAKER,Baker,OR | BAKER,41001
OR,BENTON,Benton,OR | BENTON,41003
OR,CLACKAMAS,Clackamas,OR | CLACKAMAS,41005
OR,CLATSOP,Clatsop,OR | CLATSOP,41007
OR,COLUMBIA,Columbia,OR | COLUMBIA,41009
OR,COOS,Coos,OR | COOS,41011
OR,CROOK,Crook,OR | CROOK,41013
OR,CURRY,Curry,OR | CURRY,41015
OR,DESCHUTES,Deschutes,OR | DESCHUTES,41017
OR,DOUGLAS,Douglas,OR | DOUGLAS,41019
OR,GILLIAM,Gilliam,OR | GILLIAM,41021
OR,GRANT,Grant,OR | GRANT,41023
OR,HARNEY,Harney,OR | HARNEY,41025
OR,HOOD RIVER,Hood River,OR | HOOD RIVER,41027
OR,JACKSON,Jackson,OR | JACKSON,41029
OR,JEFFERSON,Jefferson,OR | JEFFERSON,41031
OR,JOSEPHINE,Josephine,OR | JOSEPHINE,41033
OR,KLAMATH,Klamath,OR | KLAMATH,41035
OR,LAKE,Lake,OR | LAKE,41037
OR,LANE,Lane,OR | LANE,41039
OR,LINCOLN,Lincoln,OR | LINCOLN,41041
OR,LINN,Linn,OR | LINN,41043
OR,MALHEUR,Malheur,OR | MALHEUR,41045
OR,MARION,Marion,OR | MARION,41047
OR,MORROW,Morrow,OR | MORROW,41049
OR,MULTNOMAH,Multnomah,OR | MULTNOMAH,41051
OR,POLK,Polk,OR | POLK,41053
OR,SHERMAN,Sherman,OR | SHERMAN,41055
OR,TILLAMOOK,Tillamook,OR | TILLAMOOK,41057
OR,UMATILLA,Umatilla,OR | UMATILLA,41059
OR,UNION,Union,OR | UNION,41061
OR,WALLOWA,Wallowa,OR | WALLOWA,41063
OR,WASCO,Wasco,OR | WASCO,41065
OR,WASHINGTON,Washington,OR | WASHINGTON,41067
OR,WHEELER,Wheeler,OR | WHEELER,41069
OR,YAMHILL,Yamhill,OR | YAMHILL,41071
PA,ADAMS,Adams,PA | ADAMS,42001
PA,ALLEGHENY,Allegheny,PA | ALLEGHENY,42003
PA,ARMSTRONG,Armstrong,PA | ARMSTRONG,42005
PA,BEAVER,Beaver,PA | BEAVER,42007
PA,BEDFORD,Bedford,PA | BEDFORD,42009
PA,BERKS,Berks,PA | BERKS,42011
PA,BLAIR,Blair,PA | BLAIR,42013
PA,BRADFORD,Bradford,PA | BRADFORD,42015
PA,BUCKS,Bucks,PA | BUCKS,42017
PA,BUTLER,Butler,PA | BUTLER,42019
PA,CAMBRIA,Cambria,PA | CAMBRIA,42021
PA,CAMERON,Cameron,PA | CAMERON,42023
PA,CARBON,Carbon,PA | CARBON,42025
PA,CENTRE,Centre,PA | CENTRE,42027
PA,CHESTER,Chester,PA | CHESTER,42029
PA,CLARION,Clarion,PA | CLARION,42031
PA,CLEARFIELD,Clearfield,PA | CLEARFIELD,42033
PA,CLINTON,Clinton,PA | CLINTON,42035
PA,COLUMBIA,Columbia,PA | COLUMBIA,42037
PA,CRAWFORD,Crawford,PA | CRAWFORD,42039
PA,CUMBERLAND,Cumberland,PA | CUMBERLAND,42041
PA,DAUPHIN,Dauphin,PA | DAUPHIN,42043
PA,DELAWARE,Delaware,PA | DELAWARE,42045
PA,ELK,Elk,PA | ELK,42047
PA,ERIE,Erie,PA | ERIE,42049
PA,FAYETTE,Fayette,PA | FAYETTE,42051
PA,FOREST,Forest,PA | FOREST,42053
PA,FRANKLIN,Franklin,PA | FRANKLIN,42055
PA,FULTON,Fulton,PA | FULTON,42057
PA,GREENE,Greene,PA | GREENE,42059
PA,HUNTINGDON,Huntingdon,PA | HUNTINGDON,42061
PA,INDIANA,Indiana,PA | INDIANA,42063
PA,JEFFERSON,Jefferson,PA | JEFFERSON,42065
PA,JUNIATA,Juniata,PA | JUNIATA,42067
PA,LACKAWANNA,Lackawanna,PA | LACKAWANNA,42069
PA,LANCASTER,Lancaster,PA | LANCASTER,42071
PA,LAWRENCE,Lawrence,PA | LAWRENCE,42073
PA,LEBANON,Lebanon,PA | LEBANON,42075
PA,LEHIGH,Lehigh,PA | LEHIGH,42077
PA,LUZERNE,Luzerne,PA | LUZERNE,42079
PA,LYCOMING,Lycoming,PA | LYCOMING,42081
PA,MCKEAN,McKean,PA | MCKEAN,42083
PA,MERCER,Mercer,PA | MERCER,42085
PA,MIFFLIN,Mifflin,PA | MIFFLIN,42087
PA,MONROE,Monroe,PA | MONROE,42089
PA,MONTGOMERY,Montgomery,PA | MONTGOMERY,42091
PA,MONTOUR,Montour,PA | MONTOUR,42093
PA,NORTHAMPTON,Northampton,PA | NORTHAMPTON,42095
PA,NORTHUMBERLAND,Northumberland,PA | NORTHUMBERLAND,42097
PA,PERRY,Perry,PA | PERRY,42099
PA,PHILADELPHIA,Philadelphia,PA | PHILADELPHIA,42101
PA,PIKE,Pike,PA | PIKE,42103
PA,POTTER,Potter,PA | POTTER,42105
PA,SCHUYLKILL,Schuylkill,PA | SCHUYLKILL,42107
PA,SNYDER,Snyder,PA | SNYDER,42109
PA,SOMERSET,Somerset,PA | SOMERSET,42111
PA,SULLIVAN,Sullivan,PA | SULLIVAN,42113
PA,SUSQUEHANNA,Susquehanna,PA | SUSQUEHANNA,42115
PA,TIOGA,Tioga,PA | TIOGA,42117
PA,UNION,Union,PA | UNION,42119
PA,VENANGO,Venango,PA | VENANGO,42121
PA,WARREN,Warren,PA | WARREN,42123
PA,WASHINGTON,Washington,PA | WASHINGTON,42125
PA,WAYNE,Wayne,PA | WAYNE,42127
PA,WESTMORELAND,Westmoreland,PA | WESTMORELAND,42129
PA,WYOMING,Wyoming,PA | WYOMING,42131
PA,YORK,York,PA | YORK,42133
PR,ADJUNTAS,,,
PR,AGUADA,,,
PR,AGUADILLA,,,
PR,AGUAS BUENAS,,,
PR,AIBONITO,,,
PR,ANASCO,,,
PR,ARECIBO,,,
PR,ARROYO,,,
PR,BARCELONETA,,,
PR,BARRANQUITAS,,,
PR,BAYAMON,,,
PR,CABO ROJO,,,
PR,CAGUAS,,,
PR,CAMUY,,,
PR,CANOVANAS,,,
PR,CAROLINA,,,
PR,CATANO,,,
PR,CAYEY,,,
PR,CEIBA,,,
PR,CIALES,,,
PR,CIDRA,,,
PR,COAMO,,,
PR,COMERIO,,,
PR,COROZAL,,,
PR,CULEBRA,,,
PR,DORADO,,,
PR,FAJARDO,,,
PR,FLORIDA,,,
PR,GUANICA,,,
PR,GUAYAMA,,,
PR,GUAYANILLA,,,
PR,GUAYNABO,,,
PR,GURABO,,,
PR,HATILLO,,,
PR,HORMIGUEROS,,,
PR,HUMACAO,,,
PR,ISABELA,,,
PR,JAYUYA,,,
PR,JUANA DIAZ,,,
PR,JUNCOS,,,
PR,LAJAS,,,
PR,LARES,,,
PR,LAS MARIAS,,,
PR,LAS PIEDRAS,,,
PR,LOIZA,,,
PR,LUQUILLO,,,
PR,MANATI,,,
PR,MARICAO,,,
PR,MAUNABO,,,
PR,MAYAGUEZ,,,
PR,MOCA,,,
PR,MOROVIS,,,
PR,NAGUABO,,,
PR,NARANJITO,,,
PR,OROCOVIS,,,
PR,PATILLAS,,,
PR,PENUELAS,,,
PR,PONCE,,,
PR,QUEBRADILLAS,,,
PR,RINCON,,,
PR,RIO GRANDE,,,
PR,SABANA GRANDE,,,
PR,SALINAS,,,
PR,SAN GERMAN,,,
PR,SAN JUAN,,,
PR,SAN LORENZO,,,
PR,SAN SEBASTIAN,,,
PR,SANTA ISABEL,,,
PR,TOA ALTA,,,
PR,TOA BAJA,,,
PR,TRUJILLO ALTO,,,
PR,UTUADO,,,
PR,VEGA ALTA,,,
PR,VEGA BAJA,,,
PR,VIEQUES,,,
PR,VILLALBA,,,
PR,YABUCOA,,,
PR,YAUCO,,,
RI,BRISTOL,Bristol,RI | BRISTOL,44001
RI,KENT,Kent,RI | KENT,44003
RI,NEWPORT,Newport,RI | NEWPORT,44005
RI,PROVIDENCE,Providence,RI | PROVIDENCE,44007
RI,WASHINGTON,Washington,RI | WASHINGTON,44009
SC,ABBEVILLE,Abbeville,SC | ABBEVILLE,45001
SC,AIKEN,Aiken,SC | AIKEN,45003
SC,ALLENDALE,Allendale,SC | ALLENDALE,45005
SC,ANDERSON,Anderson,SC | ANDERSON,45007
SC,BAMBERG,Bamberg,SC | BAMBERG,45009
SC,BARNWELL,Barnwell,SC | BARNWELL,45011
SC,BEAUFORT,Beaufort,SC | BEAUFORT,45013
SC,BERKELEY,Berkeley,SC | BERKELEY,45015
SC,CALHOUN,Calhoun,SC | CALHOUN,45017
SC,CHARLESTON,Charleston,SC | CHARLESTON,45019
SC,CHEROKEE,Cherokee,SC | CHEROKEE,45021
SC,CHESTER,Chester,SC | CHESTER,45023
SC,CHESTERFIELD,Chesterfield,SC | CHESTERFIELD,45025
SC,CLARENDON,Clarendon,SC | CLARENDON,45027
SC,COLLETON,Colleton,SC | COLLETON,45029
SC,DARLINGTON,Darlington,SC | DARLINGTON,45031
SC,DILLON,Dillon,SC | DILLON,45033
SC,DORCHESTER,Dorchester,SC | DORCHESTER,45035
SC,EDGEFIELD,Edgefield,SC | EDGEFIELD,45037
SC,FAIRFIELD,Fairfield,SC | FAIRFIELD,45039
SC,FLORENCE,Florence,SC | FLORENCE,45041
SC,GEORGETOWN,Georgetown,SC | GEORGETOWN,45043
SC,GREENVILLE,Greenville,SC | GREENVILLE,45045
SC,GREENWOOD,Greenwood,SC | GREENWOOD,45047
SC,HAMPTON,Hampton,SC | HAMPTON,45049
SC,HORRY,Horry,SC | HORRY,45051
SC,JASPER,Jasper,SC | JASPER,45053
SC,KERSHAW,Kershaw,SC | KERSHAW,45055
SC,LANCASTER,Lancaster,SC | LANCASTER,45057
SC,LAURENS,Laurens,SC | LAURENS,45059
SC,LEE,Lee,SC | LEE,45061
SC,LEXINGTON,Lexington,SC | LEXINGTON,45063
SC,MARION,Marion,SC | MARION,45067
SC,MARLBORO,Marlboro,SC | MARLBORO,45069
SC,MCCORMICK,McCormick,SC | MCCORMICK,45065
SC,NEWBERRY,Newberry,SC | NEWBERRY,45071
SC,OCONEE,Oconee,SC | OCONEE,45073
SC,ORANGEBURG,Orangeburg,SC | ORANGEBURG,45075
SC,PICKENS,Pickens,SC | PICKENS,45077
SC,RICHLAND,Richland,SC | RICHLAND,45079
SC,SALUDA,Saluda,SC | SALUDA,45081
SC,SPARTANBURG,Spartanburg,SC | SPARTANBURG,45083
SC,SUMTER,Sumter,SC | SUMTER,45085
SC,UNION,Union,SC | UNION,45087
SC,WILLIAMSBURG,Williamsburg,SC | WILLIAMSBURG,45089
SC,YORK,York,SC | YORK,45091
SD,AURORA,Aurora,SD | AURORA,46003
SD,BEADLE,Beadle,SD | BEADLE,46005
SD,BENNETT,Bennett,SD | BENNETT,46007
SD,BON HOMME,Bon Homme,SD | BON HOMME,46009
SD,BROOKINGS,Brookings,SD | BROOKINGS,46011
SD,BROWN,Brown,SD | BROWN,46013
SD,BRULE,Brule,SD | BRULE,46015
SD,BUFFALO,Buffalo,SD | BUFFALO,46017
SD,BUTTE,Butte,SD | BUTTE,46019
SD,CAMPBELL,Campbell,SD | CAMPBELL,46021
SD,CHARLES MIX,Charles Mix,SD | CHARLES MIX,46023
SD,CLARK,Clark,SD | CLARK,46025
SD,CLAY,Clay,SD | CLAY,46027
SD,CODINGTON,Codington,SD | CODINGTON,46029
SD,CORSON,Corson,SD | CORSON,46031
SD,CUSTER,Custer,SD | CUSTER,46033
SD,DAVISON,Davison,SD | DAVISON,46035
SD,DAY,Day,SD | DAY,46037
SD,DEUEL,Deuel,SD | DEUEL,46039
SD,DEWEY,Dewey,SD | DEWEY,46041
SD,DOUGLAS,Douglas,SD | DOUGLAS,46043
SD,EDMUNDS,Edmunds,SD | EDMUNDS,46045
SD,FALL RIVER,Fall River,SD | FALL RIVER,46047
SD,FAULK,Faulk,SD | FAULK,46049
SD,GRANT,Grant,SD | GRANT,46051
SD,GREGORY,Gregory,SD | GREGORY,46053
SD,HAAKON,Haakon,SD | HAAKON,46055
SD,HAMLIN,Hamlin,SD | HAMLIN,46057
SD,HAND,Hand,SD | HAND,46059
SD,HANSON,Hanson,SD | HANSON,46061
SD,HARDING,Harding,SD | HARDING,46063
SD,HUGHES,Hughes,SD | HUGHES,46065
SD,HUTCHINSON,Hutchinson,SD | HUTCHINSON,46067
SD,HYDE,Hyde,SD | HYDE,46069
SD,JACKSON,Jackson,SD | JACKSON,46071
SD,JERAULD,Jerauld,SD | JERAULD,46073
SD,JONES,Jones,SD | JONES,46075
SD,KINGSBURY,Kingsbury,SD | KINGSBURY,46077
SD,LAKE,Lake,SD | LAKE,46079
SD,LAWRENCE,Lawrence,SD | LAWRENCE,46081
SD,LINCOLN,Lincoln,SD | LINCOLN,46083
SD,LYMAN,Lyman,SD | LYMAN,46085
SD,MARSHALL,Marshall,SD | MARSHALL,46091
SD,MCCOOK,McCook,SD | MCCOOK,46087
SD,MCPHERSON,McPherson,SD | MCPHERSON,46089
SD,MEADE,Meade,SD | MEADE,46093
SD,MELLETTE,Mellette,SD | MELLETTE,46095
SD,MINER,Miner,SD | MINER,46097
SD,MINNEHAHA,Minnehaha,SD | MINNEHAHA,46099
SD,MOODY,Moody,SD | MOODY,46101
SD,PENNINGTON,Pennington,SD | PENNINGTON,46103
SD,PERKINS,Perkins,SD | PERKINS,46105
SD,PINE RIDGE,Oglala Lakota,SD | OGLALA LAKOTA,46102
SD,POTTER,Potter,SD | POTTER,46107
SD,ROBERTS,Roberts,SD | ROBERTS,46109
SD,SANBORN,Sanborn,SD | SANBORN,46111
SD,SPINK,Spink,SD | SPINK,46115
SD,STANLEY,Stanley,SD | STANLEY,46117
SD,SULLY,Sully,SD | SULLY,46119
SD,TODD,Todd,SD | TODD,46121
SD,TRIPP,Tripp,SD | TRIPP,46123
SD,TURNER,Turner,SD | TURNER,46125
SD,UNION,Union,SD | UNION,46127
SD,WALWORTH,Walworth,SD | WALWORTH,46129
SD,YANKTON,Yankton,SD | YANKTON,46135
SD,ZIEBACH,Ziebach,SD | ZIEBACH,46137
TN,ANDERSON,Anderson,TN | ANDERSON,47001
TN,BEDFORD,Bedford,TN | BEDFORD,47003
TN,BENTON,Benton,TN | BENTON,47005
TN,BLEDSOE,Bledsoe,TN | BLEDSOE,47007
TN,BLOUNT,Blount,TN | BLOUNT,47009
TN,BRADLEY,Bradley,TN | BRADLEY,47011
TN,CAMPBELL,Campbell,TN | CAMPBELL,47013
TN,CANNON,Cannon,TN | CANNON,47015
TN,CARROLL,Carroll,TN | CARROLL,47017
TN,CARTER,Carter,TN | CARTER,47019
TN,CHEATHAM,Cheatham,TN | CHEATHAM,47021
TN,CHESTER,Chester,TN | CHESTER,47023
TN,CLAIBORNE,Claiborne,TN | CLAIBORNE,47025
TN,CLAY,Clay,TN | CLAY,47027
TN,COCKE,Cocke,TN | COCKE,47029
TN,COFFEE,Coffee,TN | COFFEE,47031
TN,CROCKETT,Crockett,TN | CROCKETT,47033
TN,CUMBERLAND,Cumberland,TN | CUMBERLAND,47035
TN,DAVIDSON,Davidson,TN | DAVIDSON,47037
TN,DECATUR,Decatur,TN | DECATUR,47039
TN,DEKALB,DeKalb,TN | DEKALB,47041
TN,DICKSON,Dickson,TN | DICKSON,47043
TN,DYER,Dyer,TN | DYER,47045
TN,FAYETTE,Fayette,TN | FAYETTE,47047
TN,FENTRESS,Fentress,TN | FENTRESS,47049
TN,FRANKLIN,Franklin,TN | FRANKLIN,47051
TN,GIBSON,Gibson,TN | GIBSON,47053
TN,GILES,Giles,TN | GILES,47055
TN,GRAINGER,Grainger,TN | GRAINGER,47057
TN,GREENE,Greene,TN | GREENE,47059
TN,GRUNDY,Grundy,TN | GRUNDY,47061
TN,HAMBLEN,Hamblen,TN | HAMBLEN,47063
TN,HAMILTON,Hamilton,TN | HAMILTON,47065
TN,HANCOCK,Hancock,TN | HANCOCK,47067
TN,HARDEMAN,Hardeman,TN | HARDEMAN,47069
TN,HARDIN,Hardin,TN | HARDIN,47071
TN,HAWKINS,Hawkins,TN | HAWKINS,47073
TN,HAYWOOD,Haywood,TN | HAYWOOD,47075
TN,HENDERSON,Henderson,TN | HENDERSON,47077
TN,HENRY,Henry,TN | HENRY,47079
TN,HICKMAN,Hickman,TN | HICKMAN,47081
TN,HOUSTON,Houston,TN | HOUSTON,47083
TN,HUMPHREYS,Humphreys,TN | HUMPHREYS,47085
